months,multiple,gb_mon,security,backup,protection,support,unlimited,contract,paperless,monthly,satisfaction,churn_value,offer,internet_type
12,1,0,0,0,0,0,0,Two-Year,0,27.11442786,3,0,None,internet_type_None
16,1,0,0,0,0,0,0,Month-to-Month,1,26.96517413,2,0,None,internet_type_None
38,1,58,0,0,1,1,1,One-Year,1,71.14427861,3,0,offer_Offer B,None
17,0,0,0,0,0,0,0,Two-Year,0,21.84079602,2,0,None,internet_type_None
17,1,0,0,0,0,0,0,Month-to-Month,0,26.51741294,4,0,offer_Offer D,internet_type_None
11,0,11,0,0,0,1,1,Month-to-Month,1,96.46766169,2,0,offer_Offer D,internet_type_Fiber Optic
23,1,14,1,1,1,1,1,Two-Year,1,90.24875622,3,0,None,None
0,0,19,1,1,1,0,1,One-Year,0,80.24875622,3,0,offer_Offer B,None
41,0,0,0,0,0,0,0,Month-to-Month,0,22.08955224,3,0,None,internet_type_None
31,0,29,0,0,0,0,0,Month-to-Month,0,46.86567164,4,0,offer_Offer D,internet_type_DSL
52,0,0,0,0,0,0,0,Month-to-Month,0,21.79104478,4,0,None,internet_type_None
28,1,30,1,1,0,0,1,Two-Year,1,71.04477612,2,0,offer_Offer B,internet_type_DSL
55,0,0,0,0,0,0,0,Two-Year,0,21.24378109,2,0,offer_Offer B,internet_type_None
50,0,4,0,0,1,0,1,Month-to-Month,1,76.21890547,2,0,None,internet_type_Fiber Optic
36,0,58,0,0,1,0,1,Month-to-Month,1,31.89054726,3,0,offer_Offer B,None
23,0,85,0,1,1,1,1,Two-Year,0,59.35323383,3,0,None,None
48,0,0,0,0,0,0,0,One-Year,1,21.5920398,2,0,offer_Offer B,internet_type_None
19,1,0,0,0,0,0,0,Two-Year,0,27.26368159,2,0,offer_Offer B,internet_type_None
49,1,0,0,0,0,0,0,Month-to-Month,1,26.56716418,3,0,offer_Offer D,internet_type_None
11,1,0,0,0,0,0,0,One-Year,0,26.26865672,4,0,offer_Offer B,internet_type_None
24,1,22,0,1,1,0,1,Month-to-Month,0,109.2537313,3,0,None,internet_type_Fiber Optic
63,1,19,0,1,0,0,1,Month-to-Month,0,82.8358209,4,0,offer_Offer B,internet_type_Fiber Optic
22,0,24,0,0,1,1,0,Two-Year,1,75.27363184,3,0,offer_Offer B,internet_type_DSL
41,0,7,1,0,0,1,1,Month-to-Month,1,65.92039801,3,0,None,internet_type_DSL
20,0,10,0,0,0,0,1,Month-to-Month,0,72.58706468,4,0,None,internet_type_Fiber Optic
66,0,4,0,0,0,1,1,Month-to-Month,1,51.49253731,2,0,None,internet_type_DSL
14,1,0,0,0,0,0,0,One-Year,1,26.31840796,4,0,offer_Offer B,internet_type_None
13,0,14,0,1,0,0,1,One-Year,0,31.79104478,2,0,offer_Offer B,None
4,1,12,0,0,0,0,0,Month-to-Month,0,84.82587065,4,0,offer_Offer B,internet_type_Fiber Optic
17,0,0,0,0,0,0,0,Month-to-Month,1,22.18905473,2,0,None,internet_type_None
57,1,22,1,1,0,1,1,One-Year,1,76.71641791,2,0,None,internet_type_DSL
16,0,0,0,0,0,0,0,One-Year,0,22.28855721,4,0,offer_Offer B,internet_type_None
14,0,0,0,0,0,0,0,Month-to-Month,1,22.3880597,3,0,None,internet_type_None
66,1,52,0,1,1,1,1,Two-Year,1,86.56716418,2,0,None,internet_type_DSL
65,1,41,1,0,1,1,1,Two-Year,1,68.00995025,2,0,None,internet_type_DSL
40,1,19,0,0,1,0,1,Two-Year,1,64.82587065,4,0,None,internet_type_DSL
52,1,6,0,0,0,0,1,Month-to-Month,0,84.57711443,3,0,None,internet_type_Fiber Optic
21,1,21,0,0,0,0,1,Month-to-Month,1,86.31840796,2,0,None,internet_type_Fiber Optic
5,0,0,0,0,0,0,0,Month-to-Month,1,22.28855721,2,0,None,internet_type_None
19,0,5,0,1,0,0,1,Month-to-Month,0,50.84577114,2,0,None,None
7,0,76,1,1,0,1,0,Two-Year,1,61.14427861,3,0,offer_Offer B,internet_type_DSL
27,0,59,0,0,1,0,1,Month-to-Month,1,76.76616915,3,0,None,internet_type_Fiber Optic
60,1,27,0,1,1,0,1,Month-to-Month,0,81.54228856,3,0,None,internet_type_DSL
10,0,21,0,0,1,1,1,Month-to-Month,1,82.43781095,2,0,offer_Offer D,internet_type_Fiber Optic
34,1,0,0,0,0,0,0,Two-Year,1,26.41791045,3,0,offer_Offer B,internet_type_None
22,1,22,1,0,0,1,1,Month-to-Month,1,87.41293532,2,0,offer_Offer D,internet_type_Fiber Optic
64,1,0,0,0,0,0,0,Two-Year,0,27.11442786,2,0,offer_Offer A,internet_type_None
2,1,73,1,0,0,0,1,Month-to-Month,1,90.54726368,2,0,offer_Offer B,internet_type_Fiber Optic
9,0,29,0,1,1,1,1,Two-Year,0,59.80099502,4,0,offer_Offer A,None
7,1,28,0,0,0,0,1,Month-to-Month,1,87.06467662,2,0,None,internet_type_Fiber Optic
45,0,7,0,0,1,0,1,Month-to-Month,1,51.94029851,4,0,None,internet_type_DSL
51,0,0,0,0,0,0,0,One-Year,0,21.94029851,2,0,None,internet_type_None
55,0,0,0,0,0,0,0,Two-Year,0,22.28855721,3,0,offer_Offer B,internet_type_None
3,1,0,0,0,0,0,0,Two-Year,0,27.960199,3,0,offer_Offer D,internet_type_None
30,0,73,0,0,0,0,1,Month-to-Month,1,82.28855721,4,0,None,internet_type_Fiber Optic
33,1,18,0,1,1,1,1,Two-Year,1,75.67164179,2,0,offer_Offer B,internet_type_DSL
26,0,0,0,0,0,0,0,Month-to-Month,0,22.08955224,3,0,None,internet_type_None
30,0,58,0,1,0,0,1,Month-to-Month,1,76.96517413,2,0,None,internet_type_Fiber Optic
50,1,53,1,0,0,0,0,Two-Year,0,80.49751244,2,0,offer_Offer A,internet_type_Fiber Optic
42,1,59,0,0,1,0,1,Month-to-Month,0,91.54228856,3,0,None,internet_type_Fiber Optic
10,0,19,0,0,1,0,1,Month-to-Month,0,52.18905473,2,0,None,internet_type_DSL
34,1,27,0,1,1,1,1,One-Year,0,111.7412935,3,0,None,internet_type_Fiber Optic
6,0,59,1,1,1,1,1,Two-Year,0,102.3383085,2,0,offer_Offer A,internet_type_Fiber Optic
56,1,13,1,0,1,1,0,Two-Year,1,66.51741294,2,0,offer_Offer B,internet_type_DSL
38,0,25,1,0,1,0,1,Month-to-Month,1,81.89054726,3,0,None,internet_type_Fiber Optic
44,1,0,0,0,0,0,0,Two-Year,1,25.82089552,3,0,offer_Offer B,internet_type_None
19,0,29,0,0,0,0,1,Month-to-Month,1,45.67164179,4,0,None,internet_type_DSL
32,0,0,0,0,0,0,0,Two-Year,0,20.99502488,3,0,offer_Offer B,internet_type_None
9,0,8,0,0,1,1,1,One-Year,1,91.44278607,2,0,offer_Offer B,internet_type_Fiber Optic
49,0,9,1,1,0,0,1,Month-to-Month,1,58.25870647,2,0,None,internet_type_DSL
0,0,46,1,1,1,0,1,Two-Year,1,81.5920398,2,0,offer_Offer A,internet_type_DSL
23,0,25,1,0,1,1,1,Month-to-Month,1,72.8358209,2,0,None,None
29,0,0,0,0,0,0,0,Two-Year,0,21.99004975,3,0,None,internet_type_None
5,0,53,1,1,0,0,1,Month-to-Month,0,91.74129353,2,0,None,internet_type_Fiber Optic
37,0,0,0,0,0,0,0,Two-Year,0,21.44278607,2,0,offer_Offer A,internet_type_None
19,0,0,0,0,0,0,0,Month-to-Month,0,21.5920398,3,0,None,internet_type_None
16,1,25,1,1,0,1,1,Two-Year,1,91.74129353,2,0,offer_Offer A,internet_type_Fiber Optic
26,0,0,0,0,0,0,0,Month-to-Month,0,22.53731343,3,0,offer_Offer E,internet_type_None
7,1,20,1,0,1,1,1,Two-Year,0,68.35820896,2,0,offer_Offer A,internet_type_DSL
21,0,0,0,0,0,0,0,Two-Year,0,21.64179104,3,0,offer_Offer B,internet_type_None
19,0,52,0,0,0,0,1,Month-to-Month,1,37.46268657,4,0,offer_Offer D,internet_type_DSL
35,1,10,0,1,0,0,0,Month-to-Month,1,80.29850746,4,0,offer_Offer D,internet_type_Fiber Optic
43,0,0,0,0,0,0,0,One-Year,0,22.13930348,4,0,offer_Offer D,internet_type_None
17,0,6,0,0,0,1,1,Month-to-Month,1,75.72139303,2,0,offer_Offer B,internet_type_Fiber Optic
50,0,11,1,1,0,0,1,One-Year,0,66.31840796,3,0,offer_Offer D,internet_type_DSL
24,0,0,0,0,0,0,0,Month-to-Month,1,22.18905473,3,0,offer_Offer D,internet_type_None
14,1,73,1,1,1,0,1,Two-Year,1,111.9402985,3,0,offer_Offer A,internet_type_Fiber Optic
9,0,53,0,1,0,0,1,Month-to-Month,0,41.94029851,3,0,offer_Offer E,None
61,1,48,1,1,1,1,0,One-Year,1,108.3084577,3,0,offer_Offer B,internet_type_Fiber Optic
23,0,59,0,1,0,1,1,Two-Year,1,74.82587065,4,0,offer_Offer A,None
58,0,19,0,0,0,0,1,Month-to-Month,0,46.41791045,2,0,offer_Offer E,None
20,0,53,1,1,0,0,1,Month-to-Month,1,56.31840796,2,0,None,internet_type_DSL
25,0,28,1,1,0,1,1,One-Year,1,42.23880597,2,0,offer_Offer B,internet_type_DSL
30,1,27,1,0,0,0,1,Two-Year,0,56.86567164,3,0,offer_Offer A,internet_type_DSL
23,1,26,1,0,0,1,1,Month-to-Month,1,62.3880597,3,0,None,internet_type_DSL
25,1,12,1,1,0,0,0,One-Year,0,79.85074627,2,0,None,internet_type_DSL
41,1,13,1,1,1,1,1,Two-Year,0,71.14427861,4,0,offer_Offer A,internet_type_DSL
39,0,19,1,0,1,1,1,Two-Year,0,61.39303483,4,0,offer_Offer B,internet_type_DSL
52,1,13,1,1,1,0,1,One-Year,1,78.35820896,3,0,offer_Offer A,None
37,0,0,0,0,0,0,0,Two-Year,1,21.5920398,4,0,offer_Offer E,internet_type_None
19,0,27,1,0,1,1,1,Two-Year,0,69.15422886,2,0,None,internet_type_DSL
31,0,52,0,0,0,0,1,Month-to-Month,0,46.61691542,4,0,offer_Offer E,None
54,0,26,0,1,0,1,0,Month-to-Month,1,65.72139303,3,0,offer_Offer E,internet_type_DSL
44,1,76,0,0,0,1,1,One-Year,0,83.13432836,4,0,None,internet_type_Fiber Optic
53,1,0,0,0,0,0,0,Month-to-Month,1,27.26368159,3,0,offer_Offer D,internet_type_None
62,0,0,0,0,0,0,0,Month-to-Month,0,21.74129353,3,0,None,internet_type_None
65,1,0,0,0,0,0,0,Two-Year,1,25.52238806,4,0,None,internet_type_None
38,0,6,0,1,0,1,1,Two-Year,1,65.72139303,3,0,None,internet_type_DSL
63,1,9,0,0,1,0,0,Two-Year,1,78.25870647,2,0,offer_Offer A,None
14,0,28,0,0,1,1,1,Month-to-Month,0,56.76616915,3,0,offer_Offer D,internet_type_DSL
60,1,73,1,0,1,1,1,Two-Year,1,109.8507463,2,0,offer_Offer A,internet_type_Fiber Optic
67,1,0,0,0,0,0,0,Two-Year,0,26.96517413,3,0,None,internet_type_None
63,0,42,1,0,0,0,1,One-Year,0,32.08955224,3,0,None,internet_type_DSL
67,1,59,0,0,0,0,1,Month-to-Month,1,86.0199005,2,0,offer_Offer C,internet_type_Fiber Optic
60,0,57,0,1,1,1,0,One-Year,1,105.0248756,2,0,None,internet_type_Fiber Optic
25,1,51,1,1,0,1,1,Two-Year,1,89.40298507,2,0,None,internet_type_Fiber Optic
61,1,29,0,0,1,1,1,Month-to-Month,1,107.6616915,4,0,None,internet_type_Fiber Optic
57,0,18,1,0,1,1,1,Two-Year,1,80.59701493,2,0,None,internet_type_DSL
51,1,8,0,1,1,0,1,One-Year,1,104.4278607,3,0,None,internet_type_Fiber Optic
64,0,5,0,0,1,1,1,Month-to-Month,1,65.47263682,3,0,offer_Offer E,internet_type_DSL
47,1,0,0,0,0,0,0,Two-Year,1,27.51243781,2,0,None,internet_type_None
23,1,0,0,0,0,0,0,Month-to-Month,0,27.26368159,4,0,None,internet_type_None
16,0,76,0,0,1,1,1,Month-to-Month,1,46.46766169,3,0,offer_Offer C,internet_type_DSL
44,1,0,0,0,0,0,0,Two-Year,0,26.76616915,2,0,offer_Offer C,internet_type_None
44,0,21,1,1,1,1,1,One-Year,0,75.5721393,2,0,None,internet_type_DSL
43,1,16,0,1,0,0,1,Month-to-Month,1,90.19900498,3,0,offer_Offer C,internet_type_Fiber Optic
31,0,25,1,0,1,1,1,One-Year,0,72.88557214,2,0,None,internet_type_DSL
55,0,52,1,0,1,1,0,Month-to-Month,1,80.64676617,2,0,offer_Offer C,None
60,0,0,0,0,0,0,0,Two-Year,0,22.13930348,4,0,None,internet_type_None
58,1,7,1,0,1,0,1,Two-Year,1,106.318408,2,0,None,internet_type_Fiber Optic
41,0,7,1,0,0,0,1,Month-to-Month,1,32.53731343,2,0,None,None
10,0,0,0,0,0,0,0,One-Year,0,22.28855721,4,0,None,internet_type_None
0,0,17,1,1,1,1,1,Two-Year,1,86.26865672,3,0,None,None
57,0,27,1,0,0,1,1,One-Year,0,34.82587065,2,0,None,internet_type_DSL
56,1,5,1,1,1,1,0,Two-Year,1,93.38308458,2,0,None,internet_type_DSL
22,1,69,1,1,1,1,1,Two-Year,0,91.19402985,2,0,None,internet_type_DSL
1,1,24,1,1,1,1,1,Two-Year,1,117.0646766,2,0,None,internet_type_Fiber Optic
12,1,28,1,1,0,1,1,Two-Year,1,86.56716418,2,0,None,internet_type_DSL
14,1,0,0,0,0,0,0,Month-to-Month,0,26.56716418,2,0,offer_Offer E,internet_type_None
25,0,22,1,0,0,1,1,Month-to-Month,1,65.87064677,3,0,offer_Offer E,internet_type_DSL
33,0,0,0,0,0,0,0,Two-Year,0,22.23880597,3,0,None,internet_type_None
50,1,71,1,1,0,1,0,Two-Year,0,87.46268657,3,0,None,internet_type_DSL
59,1,8,1,1,0,1,1,One-Year,0,90.39800995,2,0,None,internet_type_Fiber Optic
46,0,18,1,1,1,1,1,Two-Year,1,66.31840796,2,0,None,internet_type_DSL
65,0,0,0,0,0,0,0,One-Year,0,21.54228856,2,0,offer_Offer C,internet_type_None
34,1,11,1,0,1,0,1,Two-Year,0,94.7761194,2,0,None,internet_type_Fiber Optic
6,0,4,0,0,0,1,1,Two-Year,1,40.64676617,3,0,None,None
25,0,0,0,0,0,0,0,Month-to-Month,1,22.23880597,2,0,None,internet_type_None
16,1,0,0,0,0,0,0,Two-Year,1,28.10945274,4,0,None,internet_type_None
30,1,3,1,0,1,1,1,Two-Year,1,99.55223881,2,0,None,internet_type_Fiber Optic
18,0,73,0,1,1,0,1,One-Year,1,98.90547264,3,0,None,internet_type_Fiber Optic
8,0,0,0,0,0,0,0,Two-Year,0,21.69154229,3,0,None,internet_type_None
47,1,12,0,0,1,0,1,Two-Year,0,101.0447761,3,0,None,internet_type_Fiber Optic
10,0,46,0,0,0,0,1,Month-to-Month,1,36.46766169,3,0,None,internet_type_DSL
52,0,10,1,0,1,1,1,One-Year,0,61.69154229,2,0,None,internet_type_DSL
12,1,27,1,0,1,1,0,One-Year,0,66.26865672,2,0,None,internet_type_DSL
29,1,5,0,1,0,0,1,Month-to-Month,1,56.21890547,2,0,offer_Offer C,internet_type_DSL
43,1,23,1,0,1,1,1,One-Year,1,112.5373134,2,0,None,internet_type_Fiber Optic
9,0,82,1,0,0,1,1,One-Year,1,37.46268657,3,0,None,None
57,0,0,0,0,0,0,0,Month-to-Month,1,21.79104478,2,0,None,internet_type_None
29,0,51,0,0,0,0,1,One-Year,0,92.58706468,4,0,offer_Offer C,internet_type_Fiber Optic
55,1,57,1,0,1,1,1,Month-to-Month,0,90.69651741,2,0,offer_Offer C,internet_type_Fiber Optic
48,1,27,0,0,0,1,1,One-Year,1,82.63681592,2,0,offer_Offer B,internet_type_Fiber Optic
4,1,28,1,1,0,0,1,Month-to-Month,1,95.67164179,2,0,offer_Offer C,internet_type_Fiber Optic
16,1,27,1,1,1,1,0,Two-Year,1,117.3631841,3,0,None,internet_type_Fiber Optic
6,1,19,0,1,1,0,1,Two-Year,0,106.8656716,4,0,offer_Offer B,internet_type_Fiber Optic
14,1,47,1,1,0,0,1,Month-to-Month,1,95.77114428,3,0,offer_Offer B,internet_type_Fiber Optic
60,0,0,0,0,0,0,0,Month-to-Month,0,21.24378109,4,0,None,internet_type_None
0,0,13,1,1,1,0,1,One-Year,1,106.9154229,3,0,offer_Offer B,internet_type_Fiber Optic
65,0,18,1,1,1,0,1,Two-Year,0,82.78606965,2,0,None,internet_type_DSL
8,0,30,0,0,0,0,1,Month-to-Month,1,57.960199,3,0,None,internet_type_DSL
63,0,6,0,1,0,1,0,One-Year,1,66.86567164,3,0,None,internet_type_DSL
35,0,0,0,0,0,0,0,Month-to-Month,0,21.69154229,3,0,None,internet_type_None
46,1,53,0,1,1,1,1,Two-Year,1,112.5373134,3,0,None,internet_type_Fiber Optic
46,1,26,1,0,1,0,1,One-Year,1,107.4129353,2,0,None,internet_type_Fiber Optic
5,0,0,0,0,0,0,0,One-Year,0,21.79104478,2,0,None,internet_type_None
35,1,0,0,0,0,0,0,Two-Year,1,26.91542289,2,0,None,internet_type_None
65,0,10,1,1,1,1,1,Two-Year,1,67.06467662,3,0,None,None
3,1,22,0,0,1,0,1,Month-to-Month,1,82.13930348,2,0,offer_Offer C,internet_type_Fiber Optic
23,0,27,0,1,1,1,1,One-Year,1,105.8706468,3,0,None,internet_type_Fiber Optic
38,1,0,0,0,0,0,0,One-Year,0,25.87064677,2,0,offer_Offer B,internet_type_None
50,0,0,0,0,0,0,0,Month-to-Month,0,22.18905473,4,0,None,internet_type_None
61,1,46,0,0,0,0,1,Month-to-Month,1,76.86567164,4,0,None,internet_type_Fiber Optic
28,1,24,1,1,0,0,0,One-Year,1,81.14427861,2,0,offer_Offer B,None
25,0,19,1,1,1,1,1,Month-to-Month,0,77.76119403,2,0,offer_Offer C,None
12,1,53,0,1,0,1,1,Two-Year,1,105.0746269,2,0,None,internet_type_Fiber Optic
17,0,58,0,0,1,0,1,One-Year,0,87.86069652,2,0,offer_Offer C,internet_type_Fiber Optic
22,0,25,0,1,0,0,1,Month-to-Month,0,76.56716418,4,0,None,internet_type_Fiber Optic
61,0,27,0,1,0,1,1,Two-Year,0,82.039801,3,0,offer_Offer C,internet_type_Fiber Optic
65,0,0,0,0,0,0,0,Two-Year,0,21.04477612,2,0,None,internet_type_None
40,0,19,1,0,0,1,1,One-Year,1,35.27363184,2,0,None,internet_type_DSL
62,0,5,1,1,1,0,1,Two-Year,0,82.28855721,2,0,None,internet_type_DSL
5,1,15,0,1,1,1,1,One-Year,1,109.3532338,2,0,offer_Offer B,internet_type_Fiber Optic
64,0,0,0,0,0,0,0,Month-to-Month,0,21.64179104,3,0,None,internet_type_None
9,0,0,0,0,0,0,0,One-Year,0,22.78606965,4,0,None,internet_type_None
33,0,19,0,1,0,0,0,Month-to-Month,0,31.84079602,4,0,None,None
47,0,41,0,0,0,0,1,Month-to-Month,1,81.29353234,3,0,None,internet_type_Fiber Optic
40,0,4,1,1,1,1,1,Two-Year,0,67.01492537,2,0,None,internet_type_DSL
8,1,76,1,1,0,0,1,Month-to-Month,1,105.4228856,3,0,offer_Offer B,internet_type_Fiber Optic
16,0,0,0,0,0,0,0,Month-to-Month,1,22.23880597,3,0,None,internet_type_None
24,0,0,0,0,0,0,0,Two-Year,0,22.23880597,3,0,None,internet_type_None
11,0,17,0,1,0,0,0,Month-to-Month,0,77.06467662,2,0,offer_Offer E,internet_type_Fiber Optic
32,0,15,1,0,0,1,1,Month-to-Month,0,56.66666667,2,0,None,internet_type_DSL
19,0,11,1,0,1,1,1,Month-to-Month,0,60.49751244,3,0,None,internet_type_DSL
6,1,17,0,0,0,0,1,Month-to-Month,1,96.46766169,3,0,None,internet_type_Fiber Optic
18,1,0,0,0,0,0,0,Two-Year,0,27.1641791,2,0,offer_Offer A,internet_type_None
22,0,47,1,0,1,0,1,Month-to-Month,0,58.30845771,2,0,offer_Offer E,internet_type_DSL
22,1,23,1,1,1,1,1,Month-to-Month,0,83.1840796,2,0,None,None
8,0,57,0,1,0,0,0,Month-to-Month,1,87.51243781,4,0,None,internet_type_Fiber Optic
61,0,0,0,0,0,0,0,One-Year,1,22.23880597,2,0,None,internet_type_None
42,0,0,0,0,0,0,0,Month-to-Month,0,22.58706468,3,0,None,internet_type_None
49,0,28,1,1,1,1,1,Two-Year,0,78.80597015,2,0,offer_Offer A,internet_type_DSL
0,1,26,1,1,0,0,0,Month-to-Month,1,95.2238806,2,0,offer_Offer B,internet_type_Fiber Optic
49,0,69,0,1,1,1,1,Two-Year,0,71.5920398,3,0,offer_Offer B,internet_type_DSL
13,0,22,0,1,0,1,1,Two-Year,1,77.41293532,2,0,offer_Offer B,internet_type_DSL
59,1,23,0,0,0,0,1,Month-to-Month,0,76.71641791,2,0,offer_Offer D,internet_type_Fiber Optic
45,0,59,1,0,0,1,1,One-Year,1,56.51741294,3,0,None,None
53,0,0,0,0,0,0,0,Month-to-Month,1,21.24378109,2,0,offer_Offer D,internet_type_None
50,0,0,0,0,0,0,0,Two-Year,0,21.34328358,4,0,offer_Offer B,internet_type_None
32,0,82,1,0,0,0,0,One-Year,1,49.45273632,2,0,None,internet_type_DSL
67,1,0,0,0,0,0,0,Two-Year,0,25.47263682,4,0,offer_Offer A,internet_type_None
14,0,17,0,0,0,0,1,Month-to-Month,0,45.42288557,3,0,offer_Offer D,internet_type_DSL
2,0,0,0,0,0,0,0,Month-to-Month,0,21.49253731,4,0,offer_Offer E,internet_type_None
29,0,0,0,0,0,0,0,Month-to-Month,0,20.89552239,2,0,None,internet_type_None
12,0,0,0,0,0,0,0,One-Year,0,21.34328358,4,0,None,internet_type_None
65,0,15,1,0,1,0,1,Two-Year,0,81.74129353,2,0,offer_Offer B,internet_type_Fiber Optic
52,1,0,0,0,0,0,0,Two-Year,0,26.06965174,2,0,offer_Offer B,internet_type_None
17,1,0,0,0,0,0,0,Two-Year,0,26.96517413,2,0,offer_Offer D,internet_type_None
48,1,0,0,0,0,0,0,Two-Year,0,27.81094527,4,0,offer_Offer D,internet_type_None
43,0,0,0,0,0,0,0,Two-Year,0,21.74129353,2,0,offer_Offer D,internet_type_None
60,0,0,0,0,0,0,0,Two-Year,0,22.43781095,2,0,offer_Offer A,internet_type_None
1,0,48,0,0,0,1,1,Month-to-Month,0,71.79104478,2,0,None,internet_type_DSL
3,0,23,0,0,0,0,1,Month-to-Month,1,71.04477612,3,0,None,internet_type_Fiber Optic
4,0,0,0,0,0,0,0,Two-Year,0,21.5920398,2,0,None,internet_type_None
13,0,0,0,0,0,0,0,Month-to-Month,0,21.74129353,2,0,offer_Offer D,internet_type_None
51,0,59,1,0,0,0,1,Month-to-Month,1,51.74129353,2,0,None,internet_type_DSL
36,0,8,1,1,0,1,1,Two-Year,0,60.19900498,3,0,offer_Offer A,None
44,0,3,0,0,0,1,1,Month-to-Month,1,97.26368159,2,0,None,internet_type_Fiber Optic
0,0,8,0,1,0,0,0,Month-to-Month,0,51.09452736,3,0,None,internet_type_DSL
4,1,20,1,1,1,1,1,Two-Year,1,81.54228856,2,0,offer_Offer A,internet_type_DSL
18,1,0,0,0,0,0,0,One-Year,1,26.11940299,4,0,offer_Offer B,internet_type_None
36,0,13,0,0,0,1,1,Month-to-Month,1,41.69154229,3,0,None,internet_type_DSL
9,0,0,0,0,0,0,0,Month-to-Month,1,21.24378109,3,0,offer_Offer D,internet_type_None
48,0,11,1,0,0,0,1,Month-to-Month,0,52.63681592,2,0,None,internet_type_DSL
63,0,48,1,0,0,1,0,One-Year,0,55.92039801,4,0,None,internet_type_DSL
65,0,25,0,0,0,0,1,Month-to-Month,1,71.84079602,2,0,None,internet_type_Fiber Optic
21,1,69,1,0,1,0,1,One-Year,0,96.26865672,3,0,offer_Offer B,internet_type_Fiber Optic
37,0,23,0,0,0,0,1,Month-to-Month,1,71.24378109,4,0,offer_Offer B,internet_type_Fiber Optic
56,1,59,0,0,0,1,0,Month-to-Month,0,73.08457711,4,0,None,None
33,1,0,0,0,0,0,0,Two-Year,0,25.37313433,3,0,None,internet_type_None
17,0,58,1,0,1,1,1,Two-Year,0,83.28358209,3,0,offer_Offer A,internet_type_DSL
21,1,0,0,0,0,0,0,Two-Year,0,26.8159204,3,0,offer_Offer A,internet_type_None
58,1,24,1,1,1,1,1,Two-Year,1,115.9701493,2,0,offer_Offer A,internet_type_Fiber Optic
52,0,27,0,0,1,0,1,Month-to-Month,0,50.74626866,2,0,offer_Offer D,internet_type_DSL
44,0,24,0,0,0,0,1,One-Year,1,82.33830846,4,0,None,internet_type_Fiber Optic
32,0,0,0,0,0,0,0,One-Year,1,21.04477612,2,0,offer_Offer D,internet_type_None
23,0,17,0,0,0,0,1,Month-to-Month,0,71.69154229,3,0,offer_Offer D,internet_type_Fiber Optic
18,0,27,1,0,0,1,1,One-Year,0,55.82089552,2,0,None,internet_type_DSL
7,1,59,0,0,1,0,1,Month-to-Month,1,100.6467662,2,0,None,internet_type_Fiber Optic
42,1,21,1,0,1,1,1,One-Year,0,75.47263682,2,0,None,None
55,0,21,0,0,0,1,1,Month-to-Month,1,51.84079602,2,0,None,None
55,0,0,0,0,0,0,0,One-Year,1,21.54228856,3,0,None,internet_type_None
60,0,53,0,0,0,0,0,Month-to-Month,1,37.1641791,4,0,offer_Offer D,None
21,1,19,0,0,1,1,1,One-Year,1,82.18905473,3,0,None,internet_type_DSL
66,0,0,0,0,0,0,0,One-Year,0,21.29353234,4,0,None,internet_type_None
10,0,0,0,0,0,0,0,One-Year,1,21.79104478,4,0,None,internet_type_None
41,0,7,0,0,0,1,1,Month-to-Month,0,51.79104478,4,0,None,internet_type_DSL
50,0,17,1,0,0,1,1,Month-to-Month,0,63.78109453,2,0,offer_Offer D,internet_type_DSL
61,0,26,1,0,0,1,0,One-Year,0,57.26368159,3,0,None,internet_type_DSL
21,0,0,0,0,0,0,0,Two-Year,0,21.39303483,4,0,None,internet_type_None
64,0,8,1,0,0,1,1,Month-to-Month,1,90.64676617,2,0,None,internet_type_Fiber Optic
33,0,19,0,0,1,1,1,Two-Year,0,58.30845771,3,0,None,internet_type_DSL
46,0,0,0,0,0,0,0,Month-to-Month,0,22.8358209,4,0,None,internet_type_None
41,1,53,0,1,0,1,1,Month-to-Month,1,98.00995025,2,0,None,internet_type_Fiber Optic
39,1,0,0,0,0,0,0,One-Year,1,26.21890547,3,0,None,internet_type_None
55,0,19,0,0,0,0,1,Month-to-Month,1,71.04477612,2,0,None,internet_type_Fiber Optic
2,0,0,0,0,0,0,0,Two-Year,1,21.79104478,4,0,None,internet_type_None
46,1,0,0,0,0,0,0,Two-Year,0,27.46268657,4,0,None,internet_type_None
3,0,0,0,0,0,0,0,One-Year,0,21.34328358,2,0,None,internet_type_None
51,1,25,1,0,0,1,0,Month-to-Month,0,89.05472637,2,0,None,internet_type_Fiber Optic
45,1,16,0,0,0,0,1,Month-to-Month,1,76.21890547,4,0,None,internet_type_Fiber Optic
1,1,6,1,1,1,0,1,One-Year,0,108.7562189,2,0,None,internet_type_Fiber Optic
38,0,27,0,0,1,1,1,One-Year,1,76.8159204,2,0,None,None
44,0,41,1,1,1,1,1,Two-Year,0,66.46766169,2,0,offer_Offer A,internet_type_DSL
22,1,59,1,0,1,1,1,Two-Year,0,101.7910448,2,0,offer_Offer A,internet_type_Fiber Optic
2,1,51,0,1,1,0,1,One-Year,0,70,3,0,None,internet_type_DSL
26,0,19,0,0,0,0,0,Month-to-Month,1,81.99004975,3,0,None,internet_type_Fiber Optic
62,0,9,1,0,1,1,1,Month-to-Month,0,82.68656716,2,0,None,internet_type_DSL
32,1,11,1,1,0,1,1,One-Year,0,90.94527363,2,0,offer_Offer A,internet_type_Fiber Optic
46,1,12,0,0,0,1,1,Month-to-Month,1,57.26368159,2,0,None,None
